Recording	Participant	Gender	Group	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_size
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	3	2743	4522	1779		0	0,56985	0,17607	3,07522
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	4	4562	5821	1259		0	0,45996	0,36797	3,15266
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	5	5921	8060	2139		0	0,47688	0,33112	3,1308
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	6	8100	10898	2798		0	0,58013	0,27394	3,10715
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	7	10918	11278	360		0	0,49628	0,26461	2,97835
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	8	11298	12557	1259		0	0,51235	0,20281	3,04031
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	9	12617	12877	260		0	0,5194	0,19837	3,22065
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Partial	10	12937	13017	80		0	0,52661	0,20221	3,21822
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	11	13097	20693	7596		0	0,53127	0,23253	3,0012
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	12	20713	21312	600		0	0,49812	0,21	3,05049
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	13	21412	25570	4158		0	0,52956	0,23361	3,07251
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	14	25610	26069	460		0	0,57202	0,30769	3,20625
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	15	26729	26829	100		0	0,70377	0,64831	3,74851
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	16	26849	27509	660		0	0,5742	0,55088	3,76548
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	17	27569	27729	160		0	0,47632	0,33158	3,90541
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	18	27768	28048	280		0	0,35649	0,44259	4,07895
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	19	28208	28388	180		0	0,62547	0,35423	4,17689
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	20	28508	28648	140	Classroom_Others	1	0,48039	0,43623	4,28603
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	21	28668	28908	240	Classroom_Others	1	0,49169	0,479	4,3695
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	22	28928	29208	280	Classroom_Others	1	0,48807	0,56224	4,47515
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	23	29308	29607	300	Classroom_Others	1	0,62007	0,57971	4,50994
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	24	29667	29887	220	Classroom_Others	0,81823	0,68451	0,51559	4,66612
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Partial	25	29967	30000	33	Classroom_Others	1	0,8239	0,55242	4,38218
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2	1	fullstream	Fixation	Partial	1	0	1899	1899			0,50576	0,20592	3,50931
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2	1	fullstream	Fixation	Whole	2	1939	4957	3018			0,6093	0,13827	3,42176
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2	1	fullstream	Fixation	Whole	3	5017	5757	740			0,46532	0,34623	3,49855
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2	1	fullstream	Fixation	Whole	4	5877	7656	1779			0,48083	0,28425	3,54182
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2	1	fullstream	Fixation	Partial	5	7696	8295	600			0,61759	0,25483	3,57194
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2	1	fullstream	Fixation	Partial	6	8335	10034	1699			0,58287	0,25634	3,50876
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2	1	fullstream	Fixation	Whole	7	10054	11014	959			0,51365	0,18508	3,46654
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2	1	fullstream	Fixation	Whole	8	11034	13352	2319			0,52885	0,19237	3,43788
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2	1	fullstream	Fixation	Whole	9	13432	14971	1539			0,54485	0,2113	3,34552
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2	1	fullstream	Fixation	Partial	10	14991	16370	1379			0,51114	0,25548	3,52128
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2	1	fullstream	Fixation	Whole	11	16430	18289	1859			0,50214	0,23475	3,50509
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2	1	fullstream	Fixation	Whole	12	18389	18549	160			0,48391	0,19642	3,49755
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2	1	fullstream	Fixation	Partial	13	18669	20848	2179			0,49859	0,20492	3,39052
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2	1	fullstream	Fixation	Partial	14	20968	21509	541			0,50292	0,18872	3,47554
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Partial	1	0	1899	1899			0,50576	0,20592	3,50931
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Whole	2	1939	4957	3018			0,6093	0,13827	3,42176
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Whole	3	5017	5757	740			0,46532	0,34623	3,49855
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Whole	4	5877	7656	1779			0,48083	0,28425	3,54182
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Partial	5	7696	8295	600			0,61759	0,25483	3,57194
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Partial	6	8335	10034	1699			0,58287	0,25634	3,50876
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Whole	7	10054	11014	959			0,51365	0,18508	3,46654
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Whole	8	11034	13352	2319			0,52885	0,19237	3,43788
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Whole	9	13432	14971	1539			0,54485	0,2113	3,34552
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Partial	10	14991	16370	1379			0,51114	0,25548	3,52128
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Whole	11	16430	18289	1859			0,50214	0,23475	3,50509
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Whole	12	18389	18549	160			0,48391	0,19642	3,49755
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Partial	13	18669	20848	2179			0,49859	0,20492	3,39052
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Whole	14	20968	23646	2678			0,50292	0,18872	3,47334
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Whole	15	24126	24346	220			0,85554	0,41204	3,73846
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Whole	16	24366	24466	100			0,67631	0,41743	3,9448
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Whole	17	24506	24725	220			0,50132	0,6577	4,07721
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Whole	18	24785	25105	320			0,37506	0,26175	4,15679
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Whole	19	25165	25345	180			0,62163	0,34575	4,24461
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Whole	20	25365	25665	300			0,55958	0,41013	4,42
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Whole	21	25705	26005	300			0,64805	0,60622	4,58405
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Whole	22	26025	26145	120			0,74396	0,51019	4,64884
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Whole	23	26245	26404	160			0,40202	0,25374	4,76225
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Whole	24	26424	26704	280			0,45327	0,36369	4,84406
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Whole	25	26764	26904	140			0,29084	0,2706	4,90754
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Whole	26	26924	27364	440			0,41599	0,32648	4,58817
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Whole	27	27484	27664	180			0,83121	0,33901	4,17344
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Whole	28	27684	28023	340			0,82021	0,36382	4,37691
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Whole	29	28043	28383	340			0,89502	0,33088	4,64379
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Whole	30	28403	28643	240			0,86352	0,3407	4,84522
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Partial	31	28763	28923	160			0,91192	0,14038	4,83899
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Partial	32	28963	29043	80			0,92262	0,0964	4,96149
Recording092	ProVisioNET_study_124_08	Female	Novice	Calibration_phase2_fix	1	fullstream	Fixation	Whole	33	29063	29303	240			0,91471	0,34165	5,02708
Recording092	ProVisioNET_study_124_08	Female	Novice	Chatting_with_neighbour	1	fullstream	Fixation	Partial	1	0	9	9	Material_Teacher	1	0,46324	0,73089	
Recording092	ProVisioNET_study_124_08	Female	Novice	Chatting_with_neighbour	1	fullstream	Fixation	Whole	2	329	1349	1019	Carl(a),Disruptive_Person	1	0,68363	0,25569	3,79808
Recording092	ProVisioNET_study_124_08	Female	Novice	Chatting_with_neighbour	1	fullstream	Fixation	Whole	3	1389	1608	220	Nametag_Carl(a)	1	0,73353	0,44519	3,95121
Recording092	ProVisioNET_study_124_08	Female	Novice	Chatting_with_neighbour	1	fullstream	Fixation	Whole	4	1688	2668	979	Carl(a),Disruptive_Person	1	0,7261	0,24168	3,96194
Recording092	ProVisioNET_study_124_08	Female	Novice	Chatting_with_neighbour	1	fullstream	Fixation	Whole	5	3028	4027	999	Anna	1	0,10705	0,34487	4,0403
Recording092	ProVisioNET_study_124_08	Female	Novice	Chatting_with_neighbour	1	fullstream	Fixation	Whole	6	4067	4287	220	Nametag_Anna	1	0,15611	0,59155	3,8764
Recording092	ProVisioNET_study_124_08	Female	Novice	Chatting_with_neighbour	1	fullstream	Fixation	Whole	7	4327	4587	260	Anna	1	0,18541	0,37772	3,98917
Recording092	ProVisioNET_study_124_08	Female	Novice	Chatting_with_neighbour	1	fullstream	Fixation	Whole	8	4687	5166	480	Bianca	1	0,5064	0,38622	4,09333
Recording092	ProVisioNET_study_124_08	Female	Novice	Chatting_with_neighbour	1	fullstream	Fixation	Partial	9	5246	5987	741	Anna	1	0,21152	0,47273	4,24355
Recording092	ProVisioNET_study_124_08	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Partial	1	0	9	9	Material_Teacher	1	0,46324	0,73089	
Recording092	ProVisioNET_study_124_08	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	2	329	1349	1019	Carl(a),Disruptive_Person	1	0,68363	0,25569	3,79808
Recording092	ProVisioNET_study_124_08	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	3	1389	1608	220	Nametag_Carl(a)	1	0,73353	0,44519	3,95121
Recording092	ProVisioNET_study_124_08	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	4	1688	2668	979	Carl(a),Disruptive_Person	1	0,7261	0,24168	3,96194
Recording092	ProVisioNET_study_124_08	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	5	3028	4027	999	Anna	1	0,10705	0,34487	4,0403
Recording092	ProVisioNET_study_124_08	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	6	4067	4287	220	Nametag_Anna	1	0,15611	0,59155	3,8764
Recording092	ProVisioNET_study_124_08	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	7	4327	4587	260	Anna	1	0,18541	0,37772	3,98917
Recording092	ProVisioNET_study_124_08	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	8	4687	5166	480	Bianca	1	0,5064	0,38622	4,09333
Recording092	ProVisioNET_study_124_08	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	9	5246	6066	819	Anna	1	0,21152	0,47273	4,23965
Recording092	ProVisioNET_study_124_08	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	10	6186	6566	380	Carl(a)	1	0,79766	0,46048	4,13869
Recording092	ProVisioNET_study_124_08	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	11	6586	6705	120	Carl(a)	1	0,75138	0,44116	4,19307
Recording092	ProVisioNET_study_124_08	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	12	6725	7525	800	Carl(a)	1	0,73337	0,41172	4,00851
Recording092	ProVisioNET_study_124_08	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	13	7705	7885	180	Bianca	1	0,45399	0,41051	3,92039
Recording092	ProVisioNET_study_124_08	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	14	7945	8324	380	Anna	1	0,39428	0,35246	4,08278
Recording092	ProVisioNET_study_124_08	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Partial	15	15300	15500	200	Carl(a)	1	0,78017	0,31774	3,38893
Recording092	ProVisioNET_study_124_08	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Partial	16	15520	15960	440	Carl(a)	1	0,64004	0,3109	3,43407
Recording092	ProVisioNET_study_124_08	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	17	16080	16799	720	Bianca	1	0,37177	0,31771	3,61618
Recording092	ProVisioNET_study_124_08	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	18	16859	17799	939	Anna	1	0,14157	0,32944	3,7192
Recording092	ProVisioNET_study_124_08	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	19	17819	18139	320	Anna	1	0,10435	0,30113	3,67336
Recording092	ProVisioNET_study_124_08	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	20	18219	18758	540	Bianca	1	0,44898	0,27433	3,69907
Recording092	ProVisioNET_study_124_08	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	21	18818	19178	360	Classroom_Others	1	0,62447	0,33485	3,84372
Recording092	ProVisioNET_study_124_08	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	22	19218	19498	280	Bianca	1	0,45832	0,27002	3,69296
Recording092	ProVisioNET_study_124_08	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	23	19598	20577	979	Carl(a)	0,9796	0,84159	0,25953	3,68866
Recording092	ProVisioNET_study_124_08	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	24	20657	22076	1419	Bianca	1	0,4668	0,26079	3,7125
Recording092	ProVisioNET_study_124_08	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	25	22116	22376	260	Nametag_Bianca	1	0,44891	0,47215	3,75277
Recording092	ProVisioNET_study_124_08	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	26	22516	23595	1079	Anna	1	0,25374	0,30874	3,9643
Recording092	ProVisioNET_study_124_08	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	27	23655	24215	560	Bianca	1	0,50839	0,32565	3,84915
Recording092	ProVisioNET_study_124_08	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	28	24295	24795	500	Anna	0,95998	0,20566	0,3965	4,00306
Recording092	ProVisioNET_study_124_08	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Partial	29	24915	26514	1599	Classroom_Others	1	0,43749	0,57314	3,96243
Recording092	ProVisioNET_study_124_08	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	30	26713	26793	80	Carl(a)	1	0,76674	0,44817	4,12852
Recording092	ProVisioNET_study_124_08	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Whole	31	26933	28772	1839	Bianca	1	0,46343	0,39633	3,88307
Recording092	ProVisioNET_study_124_08	Female	Novice	Chatting_with_neighbour_fix	1	fullstream	Fixation	Partial	32	28832	30000	1168	Anna	1	0,26838	0,41977	3,96132
Recording092	ProVisioNET_study_124_08	Female	Novice	Clicking_pen	1	fullstream	Fixation	Whole	1	225	425	200	Material_Teacher	1	0,4829	0,92714	3,81176
Recording092	ProVisioNET_study_124_08	Female	Novice	Clicking_pen	1	fullstream	Fixation	Whole	2	485	825	340	Material_Teacher	1	0,65249	0,72029	3,82939
Recording092	ProVisioNET_study_124_08	Female	Novice	Clicking_pen	1	fullstream	Fixation	Whole	3	845	1185	340	Material_Teacher	1	0,52835	0,76214	3,80095
Recording092	ProVisioNET_study_124_08	Female	Novice	Clicking_pen	1	fullstream	Fixation	Whole	4	1325	1745	420	Bianca	1	0,51281	0,21031	3,7001
Recording092	ProVisioNET_study_124_08	Female	Novice	Clicking_pen	1	fullstream	Fixation	Whole	5	1805	2524	720	Anna	1	0,36939	0,24606	3,74801
Recording092	ProVisioNET_study_124_08	Female	Novice	Clicking_pen	1	fullstream	Fixation	Whole	6	3204	4963	1759	Material_Teacher	1	0,45242	0,76852	3,83656
Recording092	ProVisioNET_study_124_08	Female	Novice	Clicking_pen	1	fullstream	Fixation	Whole	7	5003	5183	180	Material_Teacher	1	0,49142	0,67587	3,55677
Recording092	ProVisioNET_study_124_08	Female	Novice	Clicking_pen	1	fullstream	Fixation	Whole	8	5382	5642	260	Carl(a),Disruptive_Person	1	0,69982	0,24778	3,61991
Recording092	ProVisioNET_study_124_08	Female	Novice	Clicking_pen	1	fullstream	Fixation	Whole	9	5722	7541	1819	Bianca	1	0,44952	0,24678	3,70423
Recording092	ProVisioNET_study_124_08	Female	Novice	Clicking_pen	1	fullstream	Fixation	Partial	10	7621	9416	1795	Carl(a),Disruptive_Person	1	0,6267	0,33414	3,92668
Recording092	ProVisioNET_study_124_08	Female	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	1	225	425	200	Material_Teacher	1	0,4829	0,92714	3,81176
Recording092	ProVisioNET_study_124_08	Female	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	2	485	825	340	Material_Teacher	1	0,65249	0,72029	3,82939
Recording092	ProVisioNET_study_124_08	Female	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	3	845	1185	340	Material_Teacher	1	0,52835	0,76214	3,80095
Recording092	ProVisioNET_study_124_08	Female	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	4	1325	1745	420	Bianca	1	0,51281	0,21031	3,7001
Recording092	ProVisioNET_study_124_08	Female	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	5	1805	2524	720	Anna	1	0,36939	0,24606	3,74801
Recording092	ProVisioNET_study_124_08	Female	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	6	3204	4963	1759	Material_Teacher	1	0,45242	0,76852	3,83656
Recording092	ProVisioNET_study_124_08	Female	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	7	5003	5183	180	Material_Teacher	1	0,49142	0,67587	3,55677
Recording092	ProVisioNET_study_124_08	Female	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	8	5382	5642	260	Carl(a),Disruptive_Person	1	0,69982	0,24778	3,61991
Recording092	ProVisioNET_study_124_08	Female	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	9	5722	7541	1819	Bianca	1	0,44952	0,24678	3,70423
Recording092	ProVisioNET_study_124_08	Female	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	10	7621	9680	2059	Carl(a),Disruptive_Person	1	0,6267	0,33414	3,91602
Recording092	ProVisioNET_study_124_08	Female	Novice	Clicking_pen_fix	1	fullstream	Fixation	Partial	11	9820	10699	879	Material_Teacher	1	0,51198	0,73106	3,83303
Recording092	ProVisioNET_study_124_08	Female	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	12	12418	12518	100	Bianca	1	0,54633	0,2274	3,41628
Recording092	ProVisioNET_study_124_08	Female	Novice	Clicking_pen_fix	1	fullstream	Fixation	Partial	13	12538	12718	180	Bianca	1	0,57273	0,19143	3,38211
Recording092	ProVisioNET_study_124_08	Female	Novice	Clicking_pen_fix	1	fullstream	Fixation	Partial	14	12738	13078	340	Bianca	1	0,56535	0,25398	3,52844
Recording092	ProVisioNET_study_124_08	Female	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	15	13158	13358	200	Anna	0,90002	0,33394	0,31629	3,73569
Recording092	ProVisioNET_study_124_08	Female	Novice	Clicking_pen_fix	1	fullstream	Fixation	Partial	16	13458	14217	760	Material_Teacher	1	0,47181	0,95186	3,76249
Recording092	ProVisioNET_study_124_08	Female	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	17	16956	17335	380	Anna	1	0,36262	0,28187	3,38614
Recording092	ProVisioNET_study_124_08	Female	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	18	17395	17575	180	Material_Students	1	0,55598	0,40216	3,48058
Recording092	ProVisioNET_study_124_08	Female	Novice	Clicking_pen_fix	1	fullstream	Fixation	Partial	19	17655	17815	160	Material_Teacher	1	0,53723	0,98889	3,53128
Recording092	ProVisioNET_study_124_08	Female	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	20	20853	21153	300	Bianca	1	0,5351	0,2612	3,41467
Recording092	ProVisioNET_study_124_08	Female	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	21	22752	24071	1319	Carl(a)	1	0,7013	0,26937	3,49486
Recording092	ProVisioNET_study_124_08	Female	Novice	Clicking_pen_fix	1	fullstream	Fixation	Partial	22	24191	25730	1539	Anna	0,97401	0,3313	0,16376	3,83024
Recording092	ProVisioNET_study_124_08	Female	Novice	Clicking_pen_fix	1	fullstream	Fixation	Partial	23	25810	26030	220	Anna	1	0,34489	0,03277	3,89345
Recording092	ProVisioNET_study_124_08	Female	Novice	Clicking_pen_fix	1	fullstream	Fixation	Partial	24	26110	26430	320	Classroom_Others	1	0,62543	0,04724	3,98514
Recording092	ProVisioNET_study_124_08	Female	Novice	Clicking_pen_fix	1	fullstream	Fixation	Whole	25	27949	28848	899	Bianca	1	0,52296	0,22759	3,43733
Recording092	ProVisioNET_study_124_08	Female	Novice	Drawing	1	fullstream	Fixation	Whole	1	74	634	560	Anna	1	0,46402	0,18741	3,90603
Recording092	ProVisioNET_study_124_08	Female	Novice	Drawing	1	fullstream	Fixation	Whole	2	694	1793	1099	Bianca	1	0,71868	0,19506	4,09899
Recording092	ProVisioNET_study_124_08	Female	Novice	Drawing	1	fullstream	Fixation	Whole	3	1873	2113	240	Anna	1	0,48089	0,291	4,00929
Recording092	ProVisioNET_study_124_08	Female	Novice	Drawing	1	fullstream	Fixation	Whole	4	2413	2513	100	Board_Screen	1	0,31123	0,28437	4,0819
